1 11.0 1.0227067470550537 0.1
2 25.0 1.0902187824249268 0.1
3 8.0 1.3157037496566772 0.1
4 9.0 1.5569891929626465 0.1
5 10.0 1.9511226415634155 0.1
6 9.0 2.3668880462646484 0.1
7 9.0 3.383030414581299 0.1
8 11.0 3.6197571754455566 0.1
9 9.0 3.485527515411377 0.1
10 11.0 4.906014919281006 0.1
11 11.0 7.70155668258667 0.1
12 12.0 13.395183563232422 0.1
13 11.0 11.885974884033203 0.1
14 10.0 5.267919540405273 0.1
15 14.0 9.063248634338379 0.1
16 10.0 12.921119689941406 0.1
17 11.0 5.962490081787109 0.1
18 10.0 14.896862030029297 0.1
19 8.0 15.4129638671875 0.1
20 9.0 7.272560119628906 0.1
21 9.0 10.80459213256836 0.1
22 8.0 6.275731563568115 0.1
23 9.0 4.3847503662109375 0.1
24 11.0 8.704237937927246 0.1
25 10.0 5.668052673339844 0.1
26 13.0 3.186511516571045 0.1
27 10.0 5.259991645812988 0.1
28 13.0 3.199460983276367 0.1
29 11.0 4.558433532714844 0.1
30 14.0 3.4773640632629395 0.1
31 20.0 2.0067148208618164 0.1
32 27.0 0.8352619409561157 0.1
33 9.0 1.8872828483581543 0.1
34 8.0 3.6127686500549316 0.1
35 14.0 3.5561819076538086 0.1
36 17.0 0.6023367643356323 0.1
37 25.0 4.8179545402526855 0.1
38 14.0 2.7324209213256836 0.1
39 16.0 2.7515780925750732 0.1
40 15.0 2.903848648071289 0.1
41 31.0 1.8396358489990234 0.1
42 11.0 1.3635692596435547 0.1
43 12.0 18.53948402404785 0.1
44 15.0 2.157045841217041 0.1
45 11.0 4.463052749633789 0.1
46 9.0 23.44403839111328 0.1
47 8.0 21.21256446838379 0.1
48 17.0 7.794253349304199 0.1
49 10.0 4.127758979797363 0.1
50 8.0 43.74271011352539 0.1
51 22.0 22.289682388305664 0.1
53 3.0 0.9020159244537354 0.1
54 72.0 0.8824900388717651 0.1
55 87.0 19.804975509643555 0.1
56 67.0 6.254868030548096 0.1
57 75.0 5.197129249572754 0.1
58 76.0 1.989477276802063 0.1
60 23.0 1.623199462890625 0.1
61 67.0 7.073002338409424 0.1
62 71.0 42.05038070678711 0.1
63 69.0 25.947704315185547 0.1
64 58.0 10.690048217773438 0.1
66 30.0 4.623260974884033 0.1
67 66.0 5.190455913543701 0.1
69 38.0 1.5465985536575317 0.1
70 74.0 5.316723823547363 0.1
71 88.0 5.889636993408203 0.1
73 40.0 26.37238311767578 0.1
74 86.0 5.062786102294922 0.1
76 99.0 6.038912773132324 0.1
78 90.0 2.968930721282959 0.1
80 99.0 7.461777210235596 0.1
82 99.0 15.485191345214844 0.1
84 99.0 2.967381000518799 0.1
86 99.0 251.24148559570312 0.1
88 99.0 2.3821468353271484 0.1
90 99.0 5.380366325378418 0.1
92 99.0 5.305274486541748 0.1
94 99.0 4.885133743286133 0.1
96 99.0 1.0744407176971436 0.1
98 99.0 9.292096138000488 0.1
100 99.0 5.505494117736816 0.1
102 99.0 3.0294506549835205 0.1
104 99.0 2.5162086486816406 0.1
106 99.0 39.10828399658203 0.1
108 99.0 5.603888034820557 0.1
110 99.0 397.5200500488281 0.1
112 99.0 4.700622081756592 0.1
114 99.0 20.600109100341797 0.1
116 99.0 4.881772994995117 0.1
118 99.0 11.39204216003418 0.1
120 99.0 3.156942844390869 0.1
122 99.0 1.6988229751586914 0.1
124 99.0 3.0305113792419434 0.1
126 99.0 217.53179931640625 0.1
128 99.0 8.281827926635742 0.1
130 99.0 4.778896331787109 0.1
132 99.0 58.673587799072266 0.1
134 99.0 7.14033842086792 0.1
136 99.0 0.8132426738739014 0.1
138 99.0 2.366551399230957 0.1
140 99.0 261.60003662109375 0.1
142 99.0 90.26732635498047 0.1
144 99.0 1.3565374612808228 0.1
146 99.0 6.025857925415039 0.1
148 99.0 4.589136600494385 0.1
150 99.0 1.7480264902114868 0.1
152 99.0 2.0334653854370117 0.1
154 99.0 3.3415794372558594 0.1
156 99.0 154.69256591796875 0.1
158 99.0 2.5333521366119385 0.1
160 99.0 1.0671780109405518 0.1
162 99.0 1.1364070177078247 0.1
164 99.0 0.7507387399673462 0.1
166 99.0 125.83929443359375 0.1
168 99.0 1.2157338857650757 0.1
170 99.0 3.599053382873535 0.1
172 99.0 1.5648999214172363 0.1
174 99.0 1.0052108764648438 0.1
176 99.0 1.2594165802001953 0.1
178 99.0 162.7449951171875 0.1
180 99.0 1.1785662174224854 0.1
182 99.0 0.8912063837051392 0.1
184 99.0 243.92221069335938 0.1
186 99.0 0.5266411304473877 0.1
188 99.0 0.6354467868804932 0.1
190 99.0 0.506885826587677 0.1
192 99.0 0.15173852443695068 0.1
194 99.0 0.703327476978302 0.1
196 99.0 0.6162136793136597 0.1
198 99.0 0.6751134991645813 0.1
